budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
39000000,Drama-Romance-Fantasy,24420,chicago-sex-based on novel-nudity-diary-future-time-time travel-marriage-love-romance-travel-tragic love-relationship-time traveler-complication,en,The Time Traveler's Wife,37.492928000000006,2009-08-14,101229792,107.0,English,Released,The Time Traveler's Wife,6.7,798
0,Comedy,1257,mother-guitar-sister sister relationship-profession-new love-architect-mother role-lonely hearts ad-men-clothing-single-mother daughter relationship-los angeles-fashion-single father,en,Because I Said So,18.678415,2007-02-02,69485490,102.0,English,Released,Because I Said So,5.8,191
39000000,Animation-Comedy-Family,62214,shyness-stop motion-black and white-retro-dog-animal death-animal lover,en,Frankenweenie,27.908783000000003,2012-10-04,35287788,87.0,English,Released,Frankenweenie,6.6,932
39000000,Science Fiction-Action-Adventure-Thriller,16320,martial arts-telepathy-dystopia-spaceship-fugitive-based on tv series-planet-throat slitting-cannibal-reavers-operative-ex soldier-firefly,en,Serenity,45.388937,2005-08-25,38869464,119.0,English-普通话,Released,Serenity,7.4,1264
39000000,Romance-Drama,8842,biography-sport,en,Against the Ropes,2.817364,2004-02-20,6614280,106.0,English,Released,Against the Ropes,4.5,32
39000000,Comedy-Action-Adventure-Fantasy-Science Fiction,9531,saving the world-dc comics-super computer-identity crisis-loss of powers-sequel-superhero-based on comic book-hacking-super powers-superhuman strength,en,Superman III,22.164202,1983-06-17,75850624,125.0,English-Italiano-Español-ภาษาไทย,Released,Superman III,5.3,490
40000000,Comedy,64807,father son relationship-sport-rivalry-elderly-elderly man,en,Grudge Match,21.362949,2013-12-25,44907260,113.0,English,Released,Grudge Match,6.0,433
80341000,Adventure-Drama-Action,12289,flaming arrow-chinese history-strategy-carrier pigeon-spear throwing-wall of fire-white dove-casualty of war-arrow in back-chinese tradition-chinese painting-broken arrow,zh,Chi bi,14.8375,2008-07-10,127814609,150.0,普通话-ภาษาไทย,Released,Red Cliff,7.1,205
30000000,Comedy-Romance,11529,new york-marriage proposal-alabama-career woman-fashion designer,en,Sweet Home Alabama,18.256028,2002-09-26,180622424,108.0,English,Released,Sweet Home Alabama,6.0,394
38000000,Comedy-Romance,20943,romantic comedy-romance-tv morning show-relationship-opposites attract,en,The Ugly Truth,22.332926999999998,2009-07-24,205298907,96.0,English,Released,The Ugly Truth,6.4,972
0,Comedy-Family,9099,gulf war-u.s. army-based on tv series-military spoof,en,Sgt. Bilko,5.417787000000001,1996-03-29,0,90.0,English,Released,Sgt. Bilko,5.5,94
38000000,Action-Adventure-Family,9488,spy-experiment-island-secret organization-wretch-weapon-rivalry-scientist,en,Spy Kids 2: The Island of Lost Dreams,24.085144,2002-08-07,119723358,100.0,English,Released,Spy Kids 2: The Island of Lost Dreams,5.3,521
38000000,Science Fiction-Action-Adventure-Thriller,193,based on tv series-death-exploding planet-mountain cabin-solar system,en,Star Trek: Generations,14.779041000000001,1994-11-17,120000000,118.0,English,Released,Star Trek: Generations,6.4,452
3860000,Action-Drama-History,44865,martial arts-kung fu-biography-kung fu master,zh,一代宗師,19.947264999999998,2013-01-08,64076736,130.0,广州话 / 廣州話-日本語-普通话,Released,The Grandmaster,6.3,273
38000000,Drama-Romance,55787,clown-elephant trainer-veterinary,en,Water for Elephants,16.801218,2011-03-15,114156230,120.0,English-Polski,Released,Water for Elephants,6.7,850
40000000,Adventure-Family-Fantasy-Animation,257932,,zh,Dragon Nest: Warriors' Dawn,5.057695,2014-05-20,0,88.0,广州话 / 廣州話-English-普通话-Pусский,Released,Dragon Nest: Warriors' Dawn,6.8,19
50000000,Drama,10400,prison-boxer-boxing match-boxing school-biography,en,The Hurricane,20.825781,1999-09-17,73956241,146.0,English,Released,The Hurricane,7.2,396
38000000,Drama-Thriller,1957,waitress-wife husband relationship-violent husband-self-defense-violence against women-suspense-marry rich-abusive husband,en,Enough,11.500783,2002-05-24,51801187,114.0,English,Released,Enough,6.2,264
35000000,Crime-Comedy-Romance,10833,cons and scams,en,Heartbreakers,13.932203,2001-03-23,0,123.0,English-Pусский,Released,Heartbreakers,5.7,254
38000000,Action-Comedy-Family,256961,shopping mall-las vegas-security guard,en,Paul Blart: Mall Cop 2,41.258487,2015-04-16,107597242,94.0,English,Released,Paul Blart: Mall Cop 2,5.0,567
53000000,Drama-Romance-Thriller,5852,car crash-police officer,en,Angel Eyes,6.4546339999999995,2001-05-15,29700000,102.0,English,Released,Angel Eyes,5.6,88
38000000,Comedy,12312,profession-karate-daughter-beförderung-ex-wife-parking-slap,en,Joe Somebody,5.257009,2001-12-21,0,99.0,English,Released,Joe Somebody,5.5,40
38000000,Horror-Mystery-Thriller,622,new york-obsession-passion for collection-southern france-mephisto-antiquary-book-picture puzzle-castle-satanism-millionaire,en,The Ninth Gate,30.359164,1999-08-24,58401898,133.0,English-Français-Latin-Polski-Português-Español,Released,The Ninth Gate,6.3,756
38000000,Drama-Thriller,11306,new york-surgeon-british-suspense-morgue-hospital-medical-doctor-medical research-emergency room-missing body,en,Extreme Measures,3.4265550000000005,1996-09-27,17380126,118.0,English,Released,Extreme Measures,5.7,80
57000000,Music-Drama-Comedy,12508,rock star-success-discontentedness and displeasedness-heavy metal-relationship problems,en,Rock Star,11.60815,2001-09-04,16991902,105.0,English,Released,Rock Star,6.0,190
10000000,Drama,25793,aids-illiteracy-song-unwillingly pregnant-balloon-school-crying-motorcycle,en,Precious,18.664624,2009-11-06,47536959,110.0,English-Italiano,Released,Precious,6.9,417
38000000,Action-Drama,10534,sailing trip-diary-sailing-survival-coming of age-teenage boy-discipline-squall-sail-ship captain-caribbean-male bonding-seasickness-storm at sea-1960s,en,White Squall,10.047578999999999,1996-02-02,10300000,129.0,Dansk-English-Français-Deutsch,Released,White Squall,6.3,86
15000000,Horror-Mystery-Science Fiction,1091,ice-space marine-paranoia-snow storm-norwegian-research station-remake-alien-antarctica-shape shifting alien-sled dogs,en,The Thing,52.731379000000004,1982-06-25,19629760,109.0,English-Norsk,Released,The Thing,7.8,1588
38000000,Science Fiction-Action-Thriller,87421,dystopia-revenge-alien-planet-imax,en,Riddick,46.630062,2013-09-02,98337295,119.0,English,Released,Riddick,6.2,2035
37000000,Action-Adventure-Mystery-Thriller,10871,loss of son-serial killer-train,en,Switchback,4.131546,1997-10-31,6482195,118.0,English,Released,Switchback,5.8,52
0,Action-Western,13503,underwear-tiger-racial segregation,en,Texas Rangers,5.641978,2001-11-30,0,110.0,English,Released,Texas Rangers,5.4,19
55000000,Adventure-Family-Fantasy,13600,underground world-mayor-adventure-post-apocalyptic-dystopia-puzzle-box-pipeworks,en,City of Ember,23.465539,2008-10-07,17869048,90.0,English,Released,City of Ember,6.2,605
32000000,Drama,68722,post traumatic stress  disorder-sexual obsession-postwar period-drifter-alcoholic-cult leader-scientology-religious cult-charismatic leader-right hand man,en,The Master,25.682509,2012-09-07,28258060,137.0,English,Released,The Master,7.0,701
38000000,Adventure-Action-Comedy-Romance,14324,,en,Virgin Territory,6.760922,2007-12-17,5410749,93.0,English-Pусский,Released,Virgin Territory,4.3,75
40000000,Drama,14325,american football-college-biography-sport-syracuse university,en,The Express,3.8782300000000003,2008-10-10,9793496,130.0,English,Released,The Express,7.1,71
38000000,Adventure-Science Fiction,299687,based on novel-dystopia-alien-alien invasion-human subjugation-environmental disaster-based on young adult novel,en,The 5th Wave,57.889964,2016-01-14,109906372,112.0,English,Released,The 5th Wave,5.6,1945
37000000,Drama,312221,underdog-sport-spin off-underground fighting-motivational speaker-boxing,en,Creed,57.773582999999995,2015-11-25,173567581,133.0,English,Released,Creed,7.3,1915
37000000,Crime-Drama-Thriller,23168,based on novel-money laundering-ambulance-boston-massachusetts-bank manager-drug dealer-florist-flower shop-hold-up robbery-volunteer-stolen money-friends-car set on fire-boston garden-police chase-best friend-fenway park,en,The Town,24.218358,2010-09-15,154026136,125.0,English,Released,The Town,7.0,1468
40000000,Romance-Comedy-Drama,76494,based on novel-adoption-pregnant-miscarriage-expectant father-pregnant wife-vomiting-expecting twins-open air cinema-giving birth,en,What to Expect When You're Expecting,27.009722999999997,2012-05-17,79700000,110.0,English,Released,What to Expect When You're Expecting,5.8,594
37000000,Comedy-Drama,4944,blackmail-paranoia-fitness-training-plastic surgery-autobiography-memory-corpse-divorce-gym-disc-ex priest,en,Burn After Reading,31.941346999999997,2008-09-05,163720069,96.0,English,Released,Burn After Reading,6.5,1222
37000000,Adventure-Comedy-Family-Fantasy,10488,fictional place-exotic island-shipwreck-cruise-volcano-e-mail-liana-daughter-turtle-author-talking animal-pirate-woman director-iguana-sea lion,en,Nim's Island,14.353279,2008-04-03,100076342,96.0,English,Released,Nim's Island,5.6,330
38000000,Drama-Action,96721,world champion-sport-racing car-formula 1-automobile racing-based on true events,en,Rush,33.003828000000006,2013-09-02,90247624,123.0,English-Deutsch-Italiano-Français,Released,Rush,7.7,2277
37000000,Drama,334,farewell-regret-parents kids relationship-suicide attempt-becoming an adult-loss of father-dying and death-chance-child prodigy-daughter-unsociability-reconciliation,en,Magnolia,30.993736,1999-12-08,48451803,188.0,English-Français-Deutsch,Released,Magnolia,7.5,825
30000000,Action-Comedy-Crime,23742,new york-money laundering-daughter-police-undercover cop-locked in trunk of car-baseball card-wedding-police officer-duringcreditsstinger,en,Cop Out,25.825771,2010-02-26,55583804,107.0,English-Español,Released,Cop Out,5.3,511
38000000,Comedy-Romance,259694,new york-based on novel-one-night stand-single,en,How to Be Single,46.078371000000004,2016-01-21,112343513,110.0,English,Released,How to Be Single,5.9,1201
37000000,Drama-Family,62837,dolphin-boy-trap-summer-tail,en,Dolphin Tale,6.638389999999999,2011-09-23,95404397,113.0,English,Released,Dolphin Tale,6.7,163
37000000,Adventure-Fantasy-Drama-Romance,8966,soulmates-vampire-forbidden love-immortality-trust-desire-duringcreditsstinger-woman director-interspecies romance-based on young adult novel-fang vamp,en,Twilight,127.084938,2008-11-20,392616625,122.0,English,Released,Twilight,5.8,3561
36000000,Drama-Thriller-Crime,8470,father son relationship-chicago-heart attack-kidnapping-heart disease-hostage-taking-hospital,en,John Q,27.465433,2002-02-15,102244770,116.0,English-Español,Released,John Q,7.0,594
65000000,Action-Comedy-Crime,11001,robbery-diamant-police operation-police everyday life-thief-police officer-police station,en,Blue Streak,16.865782,1999-09-17,117758500,93.0,English,Released,Blue Streak,6.1,352
37000000,Comedy-Crime,138832,mexico-police-gang-drug smuggling-drug-family,en,We're the Millers,100.348805,2013-08-07,269994119,110.0,English,Released,We're the Millers,6.8,2972
36500000,Action-Fantasy-Science Fiction-Thriller,16911,based on novel-brother sister relationship-sword fight-spaceship-strugatsky-brainwashing-big city-girlfriend from china-hard to kill-outer space-testting-testing-head of state,ru,Obitaemyy Ostrov,2.785832,2008-12-18,21834845,115.0,Pусский,Released,The Inhabited Island,5.3,23
36000000,Drama-Action-Thriller,2163,california-bank-ransom-car breakdown-kidnapping-donut-highway-barn-vacation-stranded-deception-murder-suspense-redneck-diner-extortion-captive-car chase-desert-moving-trucker,en,Breakdown,9.176339,1997-05-02,50159144,95.0,English,Released,Breakdown,6.6,198
36000000,Adventure-Action-Thriller,36670,video game-spy-bahamas-british-stealing-scuba diving-scuba-british secret service,en,Never Say Never Again,23.380757,1983-10-07,160000000,134.0,English-Français-العربية-Español,Released,Never Say Never Again,5.8,338
36000000,Science Fiction-Comedy-Adventure,23048,female nudity-one-night stand-time travel-time machine-incest overtones-hot tub-peter pan syndrome-forty something-skiing,en,Hot Tub Time Machine,33.926473,2010-03-26,64572262,101.0,Pусский-English,Released,Hot Tub Time Machine,6.0,894
36000000,Family-Drama,227735,dolphin-aquarium-swimming,en,Dolphin Tale 2,6.967857,2014-09-12,52424533,107.0,English,Released,Dolphin Tale 2,6.7,96
42000000,Thriller,2155,prison-robbery-role reversal-extramarital affair,en,Reindeer Games,11.470135,2000-02-25,32168970,124.0,English,Released,Reindeer Games,5.4,173
36000000,Action-Drama,8409,repayment-arbitrary law-cop-loss of wife,en,A Man Apart,19.854932,2003-04-04,44350926,109.0,English-Español,Released,A Man Apart,5.8,258
37000000,Drama-Comedy-Romance,222936,love triangle-hawaii-satellite-military-duringcreditsstinger-communication,en,Aloha,29.652535999999998,2015-05-27,26250020,105.0,Pусский-English,Released,Aloha,5.2,692
0,History-Drama,31908,assassin-widow-trial-civil rights-activist,en,Ghosts of Mississippi,8.102925,1996-12-20,0,130.0,English,Released,Ghosts of Mississippi,6.2,40
0,Drama-Romance,10219,journalist-japanese-wife-fisherman-war-bias-trial-washington state-japanese american,en,Snow Falling on Cedars,2.79483,1999-12-22,0,127.0,Deutsch-日本語-English,Released,Snow Falling on Cedars,6.3,32
37000000,Drama-Thriller-Horror,48171,vatican-violinist-hospital-miscarriage-exorcist-roman catholic-seminary-limp-toad-clergy-formalin-walking cane,en,The Rite,11.492474000000001,2011-01-28,96047633,114.0,English-Italiano-Magyar-Pусский-Latin-Cymraeg,Released,The Rite,5.8,556
36000000,Thriller-Science Fiction-Mystery-Romance,782,paraplegic-suicide attempt-cheating-dna-spaceman-new identity-heart disease-false identity-blood sample-biotechnology-space mission-dystopia-investigation-genetics-hostility-exercise-eugenics-dystopic future,en,Gattaca,70.398356,1997-09-07,12532777,106.0,English-Esperanto,Released,Gattaca,7.5,1808
36000000,Drama-Comedy,75531,autism-based on article,de,Isn't She Great,1.068453,2000-01-28,3003296,95.0,English,Released,Isn't She Great,4.6,14
37000000,Animation-Family,11802,space marine-chimp-space-aftercreditsstinger,en,Space Chimps,6.293216999999999,2008-07-17,63800345,81.0,English,Released,Space Chimps,5.2,99
0,Comedy,9776,usa-black people-usa president-presidential election-election campaign,en,Head of State,3.4571940000000003,2003-01-01,0,95.0,English,Released,Head of State,5.3,71
35000000,Comedy,18785,underwear-tiger-stag night-hangover-lost weekend-bag over head-chapel-hit with tire iron-memory loss-las vegas-duringcreditsstinger-elevator,en,The Hangover,82.21166,2009-06-05,459270619,100.0,English,Released,The Hangover,7.2,6173
36000000,Action-Drama-History,365222,biography,cn,葉問3,19.167377,2015-12-19,156844753,105.0,广州话 / 廣州話-English-普通话-ภาษาไทย,Released,Ip Man 3,6.5,379
33000000,Adventure-Comedy-Crime-Science Fiction,817,saving the world-moon-submarine-clone-spy-cia-showdown-android-usa president-exotic island-cat-lasergun-nasa-undercover-space marine-car journey-auto-time travel-supermodel-single-aftercreditsstinger-duringcreditsstinger,en,Austin Powers: The Spy Who Shagged Me,18.316151,1999-06-08,310940086,95.0,Deutsch-English,Released,Austin Powers: The Spy Who Shagged Me,6.2,1011
35000000,Fantasy-Action,268,double life-dc comics-dual identity-chemical-crime fighter-fictional place-gotham city-superhero-super powers,en,Batman,44.104469,1989-06-23,411348924,126.0,English-Français,Released,Batman,7.0,2096
0,Drama,45054,spanish civil war-priest-independent film-catholic-dying-saint-martyrdom,en,There Be Dragons,6.668678999999999,2011-03-25,0,112.0,English,Released,There Be Dragons,5.9,27
35000000,Adventure-Action-Comedy-Thriller-Crime,943,rookie cop-dog biscuit-shooting practice-sitting on a toilet-judo throw-police psychologist-buddy cop-firing range-aftercreditsstinger,en,Lethal Weapon 3,36.172182,1992-05-15,321731527,118.0,English,Released,Lethal Weapon 3,6.4,811
29000000,Drama,22881,american football-adoption-education-private school-sport-american football player-duringcreditsstinger,en,The Blind Side,25.767395,2009-11-20,309208309,129.0,English,Released,The Blind Side,7.2,1597
35000000,Action-Comedy-Family-Adventure,10054,double life-parents kids relationship-brother sister relationship-loss of parents-secret agent-robot,en,Spy Kids,21.543389,2001-03-18,147934180,88.0,Español-English,Released,Spy Kids,5.5,867
35000000,Comedy-Crime,51540,conspiracy of murder-bad boss-employee-death of father-stakeout-duringcreditsstinger,en,Horrible Bosses,50.309843,2011-07-08,117000000,98.0,English,Released,Horrible Bosses,6.5,2277
38000000,Drama-Adventure-Western,44264,loss of father-father murder-texas ranger-alcoholism-betrayal,en,True Grit,49.292384000000006,2010-12-22,252276927,110.0,English,Released,True Grit,7.2,1668
35000000,Comedy-Drama-Romance,350,paris-journalist-journalism-world of fasion-fashion journal-assistant-job entrant-job interview-editor-in-chief,en,The Devil Wears Prada,83.89325699999999,2006-06-30,326551094,109.0,English-Français,Released,The Devil Wears Prada,7.0,3088
35000000,Science Fiction-Adventure-Mystery,152,artificial intelligence-uss enterprise-starfleet-san francisco-self sacrifice-spacecraft-klingon-vulcan-space opera,en,Star Trek: The Motion Picture,24.616634,1979-12-06,139000000,132.0,English,Released,Star Trek: The Motion Picture,6.2,530
35000000,Comedy-Crime,109431,,en,Identity Thief,34.005726,2013-02-07,173965010,111.0,English,Released,Identity Thief,5.6,1645
35000000,Crime-Thriller,1598,prison-child abuse-rape-small town-daughter-police-revenge-lawyer-cigar smoking-fear-dog-rapist,en,Cape Fear,27.714043,1991-11-15,182300000,128.0,English,Released,Cape Fear,7.0,675
35000000,Drama-Crime,8065,gambling-card game-professor-harvard university-cohabitant-college-girlfriend-studies-dormitory-friendship-blackjack,en,21,45.149947999999995,2008-03-27,69823199,123.0,English,Released,21,6.5,1375
35000000,Comedy,271718,alcohol-one-night stand,en,Trainwreck,72.774941,2015-07-17,140795793,125.0,English,Released,Trainwreck,5.9,1181
35000000,Comedy-Romance,11638,black people-jealousy-parents-in-law-trouble-fiancée,en,Guess Who,3.74263,2005-03-25,68915888,105.0,Français-English-Polski-Português,Released,Guess Who,5.5,225
27000000,Drama-Romance-War,409,cairo-egypt-identity-amnesia-world war ii-burn-landmine-expedition-cave-sandstorm-royal geographic society-cave painting-prisoners of war-map-mine clearer-hearing-desert scientist-intelligence-traitor-mural painting-airplane-secret love,en,The English Patient,29.381878000000004,1996-11-14,231976425,162.0,Deutsch-Italiano-العربية-English,Released,The English Patient,7.0,542
35000000,Crime-Drama-Mystery-Thriller,2118,corruption-detective-shotgun-morgue-f word-domestic violence-corpse-crime-district attorney-bandage-movie star-man with glasses-knife in thigh-good cop bad cop-switchblade-call girl-1950s-falsifying,en,L.A. Confidential,24.860326,1997-09-19,126216940,138.0,English,Released,L.A. Confidential,7.7,1310
35000000,Adventure-Comedy-Family,11459,hero-loyalty-mockery-supernatural powers-high school-mission-super powers-teen superheroes,en,Sky High,11.041659,2005-07-29,86369815,100.0,English,Released,Sky High,5.8,550
35000000,Comedy-Romance,10806,gay-homophobia-coming out-lgbt,en,In & Out,11.897925,1997-09-10,0,90.0,English,Released,In & Out,6.3,177
35000000,Science Fiction-Horror-Action,9348,telepathy-dna-paranoia-genetics-instinct-femme fatale-alien-on the run-decapitation-sexual attraction-los angeles-cocoon-genetic engineering-scientists-alien dna,en,Species,23.607070999999998,1995-07-07,113374103,108.0,English,Released,Species,5.5,453
1800000,Horror,377,child murderer-sleep-nightmare-supernatural-slasher-teenager-trapped-alcoholic-boiler room-booby trap-disfigurement-medical test-dreams,en,A Nightmare on Elm Street,38.204158,1984-11-14,25504513,91.0,English,Released,A Nightmare on Elm Street,7.2,1180
33000000,Horror-Science Fiction-Thriller,8843,drowning-therapist-virtual reality-serial killer-psychopathy-fbi agent,en,The Cell,25.413954999999998,2000-08-17,104155843,107.0,English,Released,The Cell,6.0,436
0,Action-Adventure-Drama,9313,france-swordplay-mask-musketeer,en,The Man in the Iron Mask,28.98027,1998-03-12,0,132.0,English,Released,The Man in the Iron Mask,6.3,1018
35000000,Drama,39486,horse race-horseback riding-biography,en,Secretariat,9.525037,2010-08-20,60251371,123.0,English,Released,Secretariat,6.8,103
34000000,Adventure-Animation-Comedy-Family,1273,new york-brother brother relationship-journalist-martial arts-crime fighter-secret identity-mutant-turtle-love-based on comic book-reunion-brother against brother,en,TMNT,18.39217,2007-03-23,95608995,90.0,English,Released,TMNT,6.0,345
32000000,Drama,13920,biography-friendship-sport,en,Radio,9.254647,2003-10-24,52277485,109.0,English,Released,Radio,6.8,141
35000000,Romance-Comedy,50544,funeral-friends-hospital-aftercreditsstinger-duringcreditsstinger,en,Friends with Benefits,40.526587,2011-07-21,150483765,109.0,English,Released,Friends with Benefits,6.5,2237
35000000,Comedy,325133,alcohol-college-party-sequel-sorority-neighbor-family-fraternity-bathroom humor,en,Neighbors 2: Sorority Rising,50.179171000000004,2016-05-04,108758521,91.0,English,Released,Neighbors 2: Sorority Rising,5.6,1462
35000000,Comedy-Drama-History,140823,biography-animation-writer-moviemaking,en,Saving Mr. Banks,31.957946999999997,2013-11-16,112544580,125.0,English,Released,Saving Mr. Banks,7.3,1226
34000000,Drama-History,1883,islam-new york-prison-assassination-ku klux klan-muslim-police brutality-beach-koran-jail guard-prison cell-bible-biography-martin luther king-nation of islam-civil rights movement -mekka-pilgrimage-cabriolet-police-historical figure-malcolm x,en,Malcolm X,19.822791,1992-11-18,48169908,202.0,العربية-English,Released,Malcolm X,7.2,370
35000000,Comedy,89492,wife husband relationship-children-family relationships-duringcreditsstinger,en,This Is 40,38.429648,2012-12-20,88058786,134.0,English,Released,This Is 40,5.6,896
35000000,Comedy-Family,22949,japanese-camp-best friend-co-worker-kids-duringcreditsstinger-sports marketing firm,en,Old Dogs,13.707842999999999,2009-11-24,92219310,88.0,English-Український,Released,Old Dogs,5.2,210
35000000,Fantasy-Action-Adventure-Science Fiction-Thriller,12437,prison-underworld-slavery-castle-vampire-war-werewolf-battle-slave-dungeon-fang vamp,en,Underworld: Rise of the Lycans,51.927471000000004,2009-01-22,91353501,92.0,English,Released,Underworld: Rise of the Lycans,6.2,1428
35000000,Comedy,2959,new love-ten commandments-bride-bridegroom-marriage-relation-partnership-civil registry office-priest-wedding-church,en,License to Wed,14.503568,2007-07-04,69307224,91.0,English,Released,License to Wed,5.2,253
0,Comedy,9957,baseball-pizza-sport-paperboy-team-homerun-video store,en,The Benchwarmers,6.74556,2006-04-07,0,80.0,English-Español,Released,The Benchwarmers,5.2,242
30000000,Comedy-Romance,11648,sister sister relationship-make a match-single-children-teacher-dating-divorce-pet dog-computer dating-internet dating-wooden boats,en,Must Love Dogs,11.120167,2005-07-21,58405313,98.0,English-,Released,Must Love Dogs,5.8,140
35000000,Crime-Drama-Thriller,9366,undercover-colombia-mafia-mobster-dirty cop-informant-stealing money-marriage counselor-shaving cream-playing cards,en,Donnie Brasco,40.370442,1997-02-27,41954997,127.0,日本語-English-Italiano,Released,Donnie Brasco,7.4,1147
33000000,Horror-Action-Science Fiction,1576,undercover-mutant-dystopia-conspiracy-zombie-based on video game,en,Resident Evil,40.715623,2002-03-15,102984862,100.0,English,Released,Resident Evil,6.4,2065
10700000,Horror,609,medium-ghostbuster-poltergeist-haunted house-dying and death-family relationships-good vs evil-paranormal phenomena-power of goodness-parent-child bond-haunted,en,Poltergeist,36.230204,1982-06-04,122200000,114.0,English,Released,Poltergeist,7.0,794
0,Comedy-Crime-Thriller,5516,church choir-hiding place-garbage-duringcreditsstinger,en,The Ladykillers,23.666229,2004-03-25,0,104.0,English-Tiếng Việt,Released,The Ladykillers,6.0,415
35000000,Action,13051,assassin-based on video game-aftercreditsstinger,en,Max Payne,25.903237,2008-10-15,85416905,100.0,English-Pусский-Español,Released,Max Payne,5.2,613
40000000,Action-Thriller-Science Fiction,49530,bank-future-time-dystopia-race against time-immortality-on the run-class differences-cops and robbers -rich vs poor,en,In Time,60.231381999999996,2011-10-27,173930596,109.0,English,Released,In Time,6.7,3417
35000000,Comedy-Romance,34806,kiss-sperm bank-romantic comedy-male female relationship-doctor-pregnancy-single mother-artificial insemination-motherhood-duringcreditsstinger,en,The Back-Up Plan,18.382920000000002,2010-04-23,77477008,106.0,English,Released,The Back-Up Plan,5.7,458
35000000,Comedy-Drama-Romance,49022,new york-alcohol-based on novel-secret-cheating-birthday-destroy-friends-crush-lawyer-best friend-wedding-pregnancy-relationship-celebration-roses-lying-flashback-engaged-loyal-liaison-confidant,en,Something Borrowed,14.029012,2011-05-05,59901913,112.0,English,Released,Something Borrowed,5.9,296
0,Adventure-Comedy-Fantasy,11469,england-black people-medallion-castle-time travel-leap in time-knight-impostor-king-middle ages-imposture-medieval times,en,Black Knight,15.913782999999999,2001-11-21,0,95.0,English,Released,Black Knight,5.1,287
35000000,Comedy-Family,23479,baseball-sport-little league,en,The Bad News Bears,6.889633,1976-04-07,35323292,102.0,English-Español,Released,The Bad News Bears,6.9,97
35000000,Action-Adventure-Thriller,11667,dictator-martial arts-hostage-liberation of hostage-hostage-taking-street fighter-united nations-based on video game,en,Street Fighter,19.286099,1994-12-22,99423521,102.0,English-日本語,Released,Street Fighter,4.1,325
35000000,Drama-War,423,individual-resistance-radio station-war crimes-loss of family-child murderer-hunger-world war ii-prisoners of war-homeland-deportation-hiding place-ghetto riot-jew persecution-liberation-warsaw ghetto-polish resistance-nazis-biography-classical music-panzer-pianist,en,The Pianist,50.587540999999995,2002-09-24,120072577,150.0,English-Deutsch-Pусский,Released,The Pianist,8.0,1864
35000000,Drama-History,2447,jesus christ-bible-three kings-archangel gabriel-christian-blessed hope-wise men-woman director,en,The Nativity Story,3.721272,2006-12-01,0,101.0,English-Português,Released,The Nativity Story,6.4,35
40000000,Horror,10066,american football-traffic jam-remake-murder-suspense-wax museum-teenager-group of friends-ghost town-wax,en,House of Wax,17.157738000000002,2005-04-30,68766121,113.0,English-Pусский,Released,House of Wax,5.5,677
27000000,Drama-Romance,2288,father son relationship-love at first sight-photographer-loss of lover-cheating-lie-forbidden love-tea-lover-kiss-photography-secret love-times square-liar-sexchat-based on play-death of father-falling in love,en,Closer,22.636908,2004-12-01,115505027,104.0,English,Released,Closer,6.7,811
35000000,Drama-Crime-History,88794,biography-historical figure-fbi director,en,J. Edgar,28.069419,2011-11-09,84606030,137.0,English,Released,J. Edgar,6.0,741
35000000,Horror-Mystery-Thriller,13515,schizophrenia-night watchman-subway-hallucination-alcoholism-ex-cop-possession-morgue-rural setting-medication-demon-psychiatrist-mirror-estranged wife-nypd-evil-newspaper clipping,en,Mirrors,19.774542999999998,2008-08-15,72436439,110.0,English,Released,Mirrors,6.0,485
35000000,Drama-Fantasy-Horror,11979,queen-rock star-secret society-vampire-light-bite-music-spontaneous combustion-fatal attraction-fang vamp,en,Queen of the Damned,11.644243,2002-02-10,45479110,101.0,English,Released,Queen of the Damned,5.4,239
35000000,Science Fiction-Action-Thriller,169,predator-war on drugs-extraterrestrial technology-los angeles-invisible,en,Predator 2,27.934978000000005,1990-11-20,57120318,108.0,English,Released,Predator 2,5.9,730
35000000,Drama,8090,suicide-fbi-kidnapping-snuff-sadism-investigation-police-psychopath-webcam-website-murder-serial killer-internet-torture-violence-voyeur,en,Untraceable,12.677505,2008-01-22,32483410,101.0,English,Released,Untraceable,5.9,238
35000000,Comedy-Romance,11622,isolation-atomic bomb-bunker-shelter,en,Blast from the Past,8.737058,1999-02-12,40263020,112.0,Latin-English-Français-Deutsch,Released,Blast from the Past,6.3,245
35000000,Science Fiction,3604,emperor-solar eclipse-prince-tv duel-fighter-deception-hood-scientist-sword and planet,en,Flash Gordon,12.343507,1980-09-01,27107960,111.0,English,Released,Flash Gordon,6.1,233
35000000,Comedy-Romance,9541,yuppie-daughter-loss of wife,en,Jersey Girl,14.699342000000001,2004-03-25,36098382,102.0,English,Released,Jersey Girl,5.8,325
45000000,Action-Thriller-Crime-Mystery,94348,ex military,en,Alex Cross,14.513243,2012-10-18,30353232,101.0,English-Deutsch,Released,Alex Cross,5.1,300
35000000,Crime-Drama-Mystery-Thriller,8197,drag queen-voodoo-savannah,en,Midnight in the Garden of Good and Evil,5.525544,1997-11-21,25105255,155.0,English,Released,Midnight in the Garden of Good and Evil,6.3,157
8900000,Crime-Action-Thriller,336004,casino-robbery-bus hijacking-heist,en,Heist,15.079993,2015-11-13,4100000,93.0,English,Released,Heist,5.6,318
